ChainId,Address,Token,RewardAmount,DeductedAmount,RemainingAmount,TxHash
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,592071685808554,11841433716171,580230252092383,0x7bebde9b0f032cc59c2d3cb18ea1cb0438bdd6c80dbdc4a45931f5c49151bf6c
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,529085463949,10581709278,518503754671,0xd79b6e3a0a2a27e1b37d7d119a86745bc039b47fb1673e547964a34a675c9c1d
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,536491539834367,10729830796687,525761709037680,0xd79b6e3a0a2a27e1b37d7d119a86745bc039b47fb1673e547964a34a675c9c1d
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,1281591432895,25631828657,1255959604238,0x07db450adf2434a52a50830fa0e5ff453bccd62764b835987c97a85ed53f6280
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,24649074350414930,492981487008298,24156092863406632,0x07db450adf2434a52a50830fa0e5ff453bccd62764b835987c97a85ed53f6280
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,0,0,0,0x886c59c92682c082402c3085bd81f4d861944084a70aba54f06173225422cdc9
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,11072759753586951,221455195071739,10851304558515212,0x886c59c92682c082402c3085bd81f4d861944084a70aba54f06173225422cdc9
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,231670190780,4633403815,227036786965,0xfc2e8c02417e589f4f24d2631358f38ffcbd03be8320196b93025fffed9f79ee
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,8258005658742292,165160113174845,8092845545567447,0xfc2e8c02417e589f4f24d2631358f38ffcbd03be8320196b93025fffed9f79ee
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,116477114321,2329542286,114147572035,0x3aeeb2df34488a8757485370be8a85b09ea027ce8a86f79448fdc1ee0979687c
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,28345517659029539,566910353180590,27778607305848949,0x3aeeb2df34488a8757485370be8a85b09ea027ce8a86f79448fdc1ee0979687c
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,79644570923739,1592891418474,78051679505265,0xd53b98403c28f317d7ccd92e6eb8edd9f9e737adcebfd1b1251581274ac11fd8
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,896840518720593826,17936810374411876,878903708346181950,0xd53b98403c28f317d7ccd92e6eb8edd9f9e737adcebfd1b1251581274ac11fd8
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,81078800643,1621576012,79457224631,0x875073e970d21b063ac17d06644b5b579d9d0064612bac872bcb3092d566128b
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,9351983731586073,187039674631721,9164944056954352,0x875073e970d21b063ac17d06644b5b579d9d0064612bac872bcb3092d566128b
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,458790032222,9175800644,449614231578,0x5a61f0b7e0dd7998bba2881edfe9af5cf78087cc08461de4ee5d8de9061bbc7b
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,1138335298731,22766705974,1115568592757,0x5a61f0b7e0dd7998bba2881edfe9af5cf78087cc08461de4ee5d8de9061bbc7b
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,2169386520448,43387730408,2125998790040,0x22eba2dfeb1a776a5852def0d5f9cc3443b9a7bada0234b316454230030ad35f
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,2446569215318088,48931384306361,2397637831011727,0x22eba2dfeb1a776a5852def0d5f9cc3443b9a7bada0234b316454230030ad35f
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,424416690409,8488333808,415928356601,0x8dc0020f6afdbd1847c4bf7ba6d4cdee90515331c2c145b4c952c4a55a827e9e
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,0,0,0,0x8dc0020f6afdbd1847c4bf7ba6d4cdee90515331c2c145b4c952c4a55a827e9e
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,942067702622,18841354052,923226348570,0x5e50252889eef82d92190113f1827b577d88f0e9edc14dc41a51650364280fbf
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,14900046783414192,298000935668283,14602045847745909,0x5e50252889eef82d92190113f1827b577d88f0e9edc14dc41a51650364280fbf
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,0,0,0,0xfd645b90d03215a1d0a23bb702d884ddec9dc54c20b3f5554c6fc0108a4ecb70
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,4521467476959024,90429349539180,4431038127419844,0xfd645b90d03215a1d0a23bb702d884ddec9dc54c20b3f5554c6fc0108a4ecb70
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,453807010240,9076140204,444730870036,0x887b67112d324f71524dc519bc1c6e8486ae01bc8e9864260d5a8de9b924f399
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,918654081305707,18373081626114,900280999679593,0x887b67112d324f71524dc519bc1c6e8486ae01bc8e9864260d5a8de9b924f399
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,367001310072,7340026201,359661283871,0x38466c9846345863d9cf02dbee15a1bbb31db0970587ce292eb4d7ea82428e4e
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,10815524895731569,216310497914631,10599214397816938,0x38466c9846345863d9cf02dbee15a1bbb31db0970587ce292eb4d7ea82428e4e
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,590617218126,11812344362,578804873764,0x873622548eb6f88538b13a51a57cef063c30fa558df8e29bd1dc1908321e28f3
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,20679062252810942,413581245056218,20265481007754724,0x873622548eb6f88538b13a51a57cef063c30fa558df8e29bd1dc1908321e28f3
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,420567090267,8411341805,412155748462,0x71808cbfd527725526ec109c2d8c9c0db9aa3768c45b76ad62d246228a2621cf
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,383896062863,7677921257,376218141606,0x71808cbfd527725526ec109c2d8c9c0db9aa3768c45b76ad62d246228a2621cf
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,364610390991,7292207819,357318183172,0x90c093e63e1313b77f5b8f757484e17ced2b5d5d6686d697dbba8d461a0cbfd7
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,0,0,0,0x90c093e63e1313b77f5b8f757484e17ced2b5d5d6686d697dbba8d461a0cbfd7
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,1115634417335,22312688346,1093321728989,0x597c13dd83afd29d810517b73cd813e0cd358ed48eb2664378589ae6df96a266
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,244530431400,4890608628,239639822772,0x597c13dd83afd29d810517b73cd813e0cd358ed48eb2664378589ae6df96a266
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,446384210902,8927684218,437456526684,0x431938e412dd057e27341987b9d38768a595316287a158deda9f1f722111b53b
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,1498120247704791,29962404954095,1468157842750696,0x431938e412dd057e27341987b9d38768a595316287a158deda9f1f722111b53b
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,348661490253,6973229805,341688260448,0x55ea8f2e8f1ffc625ce70b11a449ee78b16558a96a5bf9a6782ddc12af490137
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,55189238579802,1103784771596,54085453808206,0x55ea8f2e8f1ffc625ce70b11a449ee78b16558a96a5bf9a6782ddc12af490137
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,305606571225,6112131424,299494439801,0x5f4ba9cc3d9af660bad718094ac4bcc2f6f9eb4835adc1a144ceec9ab24c1215
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,0,0,0,0x5f4ba9cc3d9af660bad718094ac4bcc2f6f9eb4835adc1a144ceec9ab24c1215
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,373854545521,7477090910,366377454611,0xc8ca36bde414558688fe56e17363406116458f9b1df6b2eb624f2c156eb29baa
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,1248420765,24968415,1223452350,0xc8ca36bde414558688fe56e17363406116458f9b1df6b2eb624f2c156eb29baa
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,450225717606,9004514352,441221203254,0xee5d1dc6e7c805b6b646a6a286862c2e97d41da4d6e6a72b4e3b0348efa1b6b2
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,6434843069143,128696861382,6306146207761,0xee5d1dc6e7c805b6b646a6a286862c2e97d41da4d6e6a72b4e3b0348efa1b6b2
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,231619178,4632383,226986795,0x0da8bbb210dea9667a7a8db4d4a6858efea8b6037fe1e3cc7bc59d21c7433a44
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,3793134229833789,75862684596675,3717271545237114,0x0da8bbb210dea9667a7a8db4d4a6858efea8b6037fe1e3cc7bc59d21c7433a44
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,607442669,12148853,595293816,0x887ef7b0f3ddf581e3e411a8f60fb815083b5d8c483cd61c23075b3c26b4b0c5
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,3602217726225607,72044354524512,3530173371701095,0x887ef7b0f3ddf581e3e411a8f60fb815083b5d8c483cd61c23075b3c26b4b0c5
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,1714133393,34282667,1679850726,0xad16009d5489cbde8e0fdbced4f619ee081a8d6ae78be3a8789e1f9f2232cac3
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,3923688662712123,78473773254242,3845214889457881,0xad16009d5489cbde8e0fdbced4f619ee081a8d6ae78be3a8789e1f9f2232cac3
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,380297043449,7605940868,372691102581,0x788b607e3458da36986177e9e3c2a4eaa779ed289886534e12983da65c6c15ad
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,632015127093910,12640302541878,619374824552032,0x788b607e3458da36986177e9e3c2a4eaa779ed289886534e12983da65c6c15ad
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,297212234052,5944244681,291267989371,0x3ed8ed5dfbb54484bd2f708556f03e74102757f4f657984d990c5d1d9432dbe6
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,0,0,0,0x3ed8ed5dfbb54484bd2f708556f03e74102757f4f657984d990c5d1d9432dbe6
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,393342677949,7866853558,385475824391,0x02170d83bfbe9d1a63bfb0bfac21d99c4dd63316b6cf01b117a48c104e89c1dc
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,30579948595566,611598971911,29968349623655,0x02170d83bfbe9d1a63bfb0bfac21d99c4dd63316b6cf01b117a48c104e89c1dc
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,379583687685,7591673753,371992013932,0xb668cacffae0f776cbb3804fc187cf4753c19d15b085760625701cefb53d5a07
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,39715845020064,794316900401,38921528119663,0xb668cacffae0f776cbb3804fc187cf4753c19d15b085760625701cefb53d5a07
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,311186368324,6223727366,304962640958,0xd3e65aa668d5bd22774edb3168c4f000db20a5b7f5809e30631e850eaea9cf41
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,0,0,0,0xd3e65aa668d5bd22774edb3168c4f000db20a5b7f5809e30631e850eaea9cf41
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,236114277173,4722285543,231391991630,0x06f0637a7743d2348679d22e519accb075bc9a9451a8606d7087132bc3895914
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,6243480721957263,124869614439145,6118611107518118,0x06f0637a7743d2348679d22e519accb075bc9a9451a8606d7087132bc3895914
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,248330979782,4966619595,243364360187,0x942cff4862ca866fdf2881725892139a3208a7f274d830408670f6fc49da65e6
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,5948770100394127,118975402007882,5829794698386245,0x942cff4862ca866fdf2881725892139a3208a7f274d830408670f6fc49da65e6
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,453079910993,9061598219,444018312774,0x6afbcccc6e971c87244dc2a593c701ca857daced60619e86e94add96bf760fb0
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,7329378576088378,146587571521767,7182791004566611,0x6afbcccc6e971c87244dc2a593c701ca857daced60619e86e94add96bf760fb0
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,0,0,0,0x4b1deda5f3a583524521e1b331e09675e3afb77c8cde5159ce85bfb4b19489fa
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,2832770937521311,56655418750426,2776115518770885,0x4b1deda5f3a583524521e1b331e09675e3afb77c8cde5159ce85bfb4b19489fa
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,1760876910,35217538,1725659372,0xbb824a1b909b7774088b428fa133003930cba0500f68cde96d21d0039c4fa077
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,3838011688365612,76760233767312,3761251454598300,0xbb824a1b909b7774088b428fa133003930cba0500f68cde96d21d0039c4fa077
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4200000000000000000000000000000000000006,562517343862,11250346877,551266996985,0xf8a4149b513355aff63398c32341b096dbd6b2e199cdbfb9099a6384d073726f
8453,0xe403043A0F9C7B9F315Cf145166EB747D9790E77,0x4F9Fd6Be4a90f2620860d680c0d4d5Fb53d1A825,1208408404351,24168168087,1184240236264,0xf8a4149b513355aff63398c32341b096dbd6b2e199cdbfb9099a6384d073726f
8453,0xdb7CC6EDCaD37AdBE3149948B17bf4b492A16a38,0x4200000000000000000000000000000000000006,73929879989558,1478597599791,72451282389767,0x916edd8945274beeb6fb866db48cdf865a17f09a61a8253c9ff50ec1fb820fb1
